Caller,CallerSignature,Callee,CalleeSignature,CalleeParameterTypes,ReturnType,IsVoidCall,CallerPackage,CallerLayer,CalleeLayer,LayerRelation,IsInternal,ResolutionQuality,ArgCount,HasLiteralArg,HasNullArg,HasBooleanArg,HasNestedInvocationArg,ArgumentStaticTypes,Line,StandaloneStatement,ReturnUsed,AssignedToVariable,ReturnedDirectly,PassedAsArgument,InIfCondition,InsideIfBody,InsideLoop,InLoopCondition,InsideTry,InsideCatch,InsideFinally,ThrowsHandledLocally,InTernaryCondition,InsideLambda,InsideAnonymousClass,ReceiverCategory,ReceiverExpressionKind,ReceiverType,ReceiverOrigin,InvocationMode,MethodName,NamePattern,NameStartsWithGet,NameStartsWithFind,NameStartsWithSave,NameStartsWithExists,NameStartsWithDelete,NameStartsWithUpdate,NameStartsWithIs,NameStartsWithHas,NameContainsValidate,NameContainsCheck,BooleanLikeCall,CallerMethodNamePattern,CallerReturnType,CallerClassRole,CallerAnnotations,CallerTransactional,CallerTest,CallerRequestHandler,CallerOverride,CalleeAritySignature,ArgumentTypePattern,DistanceInCallChain,InternalResolutionQuality,CalleeModifiers,IsCollectionOperation,CallerMethodFanOut,CallerClassFanOut,CalleeMethodFanIn,CalleeClassFanIn,CallerMethodOutDegreeCentrality,CallerClassOutDegreeCentrality,CalleeMethodInDegreeCentrality,CalleeClassInDegreeCentrality,GuardedByIf,GuardedByNullCheck,GuardedByBooleanCheck,GuardedByInstanceofCheck,PrecededByGuardClause,BranchReturnsOnGuard,BranchThrowsOnGuard,BranchContinuesToInvocation,SameReceiverReferencedInGuard,SameArgumentReferencedInGuard,ReceiverIsProjectType,ReceiverIsExternalType,ReceiverIsFieldDependency,ReceiverIsDomainType,ReceiverIsCollectionType,ReceiverIsOptionalType,ReceiverIsStreamType,AnyArgumentIsProjectType,AnyArgumentIsExternalType,AnyArgumentIsDomainType,AnyArgumentIsCollectionType,AnyArgumentIsOptionalType,AnyArgumentIsPrimitiveLike,AnyArgumentIsStringLike,AnyArgumentIsBooleanLike,HasStringLiteralArg,HasNumericLiteralArg,HasCharLiteralArg,HasEnumArg,LiteralArgumentCount,CalleeDeclarationResolvable,CalleeTypeResolvable,ReceiverTypeResolvable,AllArgumentTypesResolvable,AnyArgumentTypeUnknown,HasKnownReturnType,NameStartsWithNotify,NameStartsWithPublish,NameStartsWithEmit,NameStartsWithDispatch,NameStartsWithFire,NameStartsWithSend,ReceiverLooksLikeObserverPublisher,ReceiverLooksLikeEventBus,ReceiverLooksLikeListenerRegistry,AnyArgumentLooksLikeEvent,AnyArgumentLooksLikeMessage,AnyArgumentLooksLikeListener,InsideTransactionCallback,FollowsStateMutationNearby,CallerContainsMultipleDistinctCallees,SiblingInvocationCountInMethod,CrossLayerCall,CallsDependencyField,CallsDifferentProjectComponentType,InsideDelegationChain,HasChainedOrNestedDelegation,ReturnValueIgnored,ReturnsBoolean,ReturnsCollection,ReturnsOptional,ReturnsProjectType,ReturnsExternalType,MethodLooksAccessor,MethodLooksMutator,CallerLooksQueryMethod,CallerLooksCommandMethod,CallerLooksControllerMethod,CallerLooksFactoryMethod,CallerLooksValidatorMethod,CalleeLooksQueryMethod,CalleeLooksCommandMethod,CalleeLooksValidatorMethod,CalleeLooksFactoryMethod,CalleeLooksControllerMethod,CallerIsPublic,CallerIsPrivate,CallerIsProtected,CallerIsStatic,CallerIsAbstract,CalleeIsStatic,CalleeIsAbstract,CalleeIsPublic,CalleeIsPrivate,PreviousStatementKind,NextStatementKind,PreviousStatementContainsMutation,NextStatementUsesInvocationResult,InvocationResultUsedInComparison,InvocationResultUsedInNullCheck,InvocationFeedsAnotherCall,ArgumentOrigins,AnyArgumentFromField,AnyArgumentFromParameter,AnyArgumentFromLocal,AnyArgumentFromInvocation,AnyArgumentFromConstructor,IsFactoryLikeCall,ReturnsNewProjectType,MethodNameStartsWithCreate,MethodNameStartsWithBuild,MethodNameStartsWithOf,MethodNameStartsWithFrom,ReceiverLooksLikeFactory
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),org.springframework.test.web.servlet.MockMvc#perform,org.springframework.test.web.servlet.MockMvc#perform(),NONE,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,1,false,false,false,true,UNKNOWN,172,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,field,FIELD_ACCESS,org.springframework.test.web.servlet.MockMvc,FIELD,INSTANCE,perform,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ONE,INVOCATION,0,EXTERNAL,UNKNOWN,false,12,19,28,6,0.03157895,0.16521739,0.07368421,0.05217391,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),get,"get(java.lang.String,int)",java.lang.String|int,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,false,java.lang.String|int,172,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,get,query,true,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|VARIABLE,0,UNRESOLVED,UNKNOWN,false,12,19,3,25,0.03157895,0.16521739,0.00789474,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,1,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|FIELD,true,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),isOk,isOk(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,173,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,isOk,guard,false,false,false,false,false,false,true,false,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,1,UNRESOLVED,UNKNOWN,false,12,19,18,25,0.03157895,0.16521739,0.04736842,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),status,status(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,173,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,status,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,12,19,26,25,0.03157895,0.16521739,0.06842105,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),attributeExists,attributeExists(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,1,true,false,false,false,java.lang.String,174,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attributeExists,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ONE,STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,12,19,7,25,0.03157895,0.16521739,0.01842105,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,174,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,12,19,17,25,0.03157895,0.16521739,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),attribute,attribute(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,true,java.lang.String|UNKNOWN,175,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attribute,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,1,UNRESOLVED,UNKNOWN,false,12,19,2,25,0.03157895,0.16521739,0.00526316,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,175,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,12,19,17,25,0.03157895,0.16521739,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#hasProperty,"Matchers#hasProperty(java.lang.String,<unknown>)",java.lang.String|null,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,2,true,false,false,true,java.lang.String|UNKNOWN,175,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,hasProperty,guard,false,false,false,false,false,false,false,true,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#is,Matchers#is(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,1,true,false,false,false,java.lang.String,175,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,is,guard,false,false,false,false,false,false,true,false,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ONE,STRING_LITERAL,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),attribute,attribute(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,true,java.lang.String|UNKNOWN,176,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attribute,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,1,UNRESOLVED,UNKNOWN,false,12,19,2,25,0.03157895,0.16521739,0.00526316,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,176,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,12,19,17,25,0.03157895,0.16521739,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#hasProperty,"Matchers#hasProperty(java.lang.String,<unknown>)",java.lang.String|null,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,2,true,false,false,true,java.lang.String|UNKNOWN,176,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,hasProperty,guard,false,false,false,false,false,false,false,true,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#is,Matchers#is(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,1,true,false,false,false,java.lang.String,176,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,is,guard,false,false,false,false,false,false,true,false,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ONE,STRING_LITERAL,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),attribute,attribute(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,true,java.lang.String|UNKNOWN,177,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attribute,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,1,UNRESOLVED,UNKNOWN,false,12,19,2,25,0.03157895,0.16521739,0.00526316,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,177,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.OwnerControllerTests,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,12,19,17,25,0.03157895,0.16521739,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#hasProperty,"Matchers#hasProperty(java.lang.String,<unknown>)",java.lang.String|null,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,2,true,false,false,true,java.lang.String|UNKNOWN,177,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,hasProperty,guard,false,false,false,false,false,false,false,true,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),Matchers#is,Matchers#is(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,1,true,false,false,false,java.lang.String,177,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,is,guard,false,false,false,false,false,false,true,false,false,false,true,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,ONE,STRING_LITERAL,0,EXTERNAL,UNKNOWN,false,12,19,2,1,0.03157895,0.16521739,0.00526316,0.00869565,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm(),attribute,attribute(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,true,java.lang.String|UNKNOWN,178,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attribute,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,DisabledInAotMode|DisabledInNativeImage|Test|WebMvcTest,false,true,false,false,TWO,STRING_LITERAL|INVOCATION,1,UNRESOLVED,UNKNOWN,false,12,19,2,25,0.03157895,0.16521739,0.00526316,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,36,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
