Caller,CallerSignature,Callee,CalleeSignature,CalleeParameterTypes,ReturnType,IsVoidCall,CallerPackage,CallerLayer,CalleeLayer,LayerRelation,IsInternal,ResolutionQuality,ArgCount,HasLiteralArg,HasNullArg,HasBooleanArg,HasNestedInvocationArg,ArgumentStaticTypes,Line,StandaloneStatement,ReturnUsed,AssignedToVariable,ReturnedDirectly,PassedAsArgument,InIfCondition,InsideIfBody,InsideLoop,InLoopCondition,InsideTry,InsideCatch,InsideFinally,ThrowsHandledLocally,InTernaryCondition,InsideLambda,InsideAnonymousClass,ReceiverCategory,ReceiverExpressionKind,ReceiverType,ReceiverOrigin,InvocationMode,MethodName,NamePattern,NameStartsWithGet,NameStartsWithFind,NameStartsWithSave,NameStartsWithExists,NameStartsWithDelete,NameStartsWithUpdate,NameStartsWithIs,NameStartsWithHas,NameContainsValidate,NameContainsCheck,BooleanLikeCall,CallerMethodNamePattern,CallerReturnType,CallerClassRole,CallerAnnotations,CallerTransactional,CallerTest,CallerRequestHandler,CallerOverride,CalleeAritySignature,ArgumentTypePattern,DistanceInCallChain,InternalResolutionQuality,CalleeModifiers,IsCollectionOperation,CallerMethodFanOut,CallerClassFanOut,CalleeMethodFanIn,CalleeClassFanIn,CallerMethodOutDegreeCentrality,CallerClassOutDegreeCentrality,CalleeMethodInDegreeCentrality,CalleeClassInDegreeCentrality,GuardedByIf,GuardedByNullCheck,GuardedByBooleanCheck,GuardedByInstanceofCheck,PrecededByGuardClause,BranchReturnsOnGuard,BranchThrowsOnGuard,BranchContinuesToInvocation,SameReceiverReferencedInGuard,SameArgumentReferencedInGuard,ReceiverIsProjectType,ReceiverIsExternalType,ReceiverIsFieldDependency,ReceiverIsDomainType,ReceiverIsCollectionType,ReceiverIsOptionalType,ReceiverIsStreamType,AnyArgumentIsProjectType,AnyArgumentIsExternalType,AnyArgumentIsDomainType,AnyArgumentIsCollectionType,AnyArgumentIsOptionalType,AnyArgumentIsPrimitiveLike,AnyArgumentIsStringLike,AnyArgumentIsBooleanLike,HasStringLiteralArg,HasNumericLiteralArg,HasCharLiteralArg,HasEnumArg,LiteralArgumentCount,CalleeDeclarationResolvable,CalleeTypeResolvable,ReceiverTypeResolvable,AllArgumentTypesResolvable,AnyArgumentTypeUnknown,HasKnownReturnType,NameStartsWithNotify,NameStartsWithPublish,NameStartsWithEmit,NameStartsWithDispatch,NameStartsWithFire,NameStartsWithSend,ReceiverLooksLikeObserverPublisher,ReceiverLooksLikeEventBus,ReceiverLooksLikeListenerRegistry,AnyArgumentLooksLikeEvent,AnyArgumentLooksLikeMessage,AnyArgumentLooksLikeListener,InsideTransactionCallback,FollowsStateMutationNearby,CallerContainsMultipleDistinctCallees,SiblingInvocationCountInMethod,CrossLayerCall,CallsDependencyField,CallsDifferentProjectComponentType,InsideDelegationChain,HasChainedOrNestedDelegation,ReturnValueIgnored,ReturnsBoolean,ReturnsCollection,ReturnsOptional,ReturnsProjectType,ReturnsExternalType,MethodLooksAccessor,MethodLooksMutator,CallerLooksQueryMethod,CallerLooksCommandMethod,CallerLooksControllerMethod,CallerLooksFactoryMethod,CallerLooksValidatorMethod,CalleeLooksQueryMethod,CalleeLooksCommandMethod,CalleeLooksValidatorMethod,CalleeLooksFactoryMethod,CalleeLooksControllerMethod,CallerIsPublic,CallerIsPrivate,CallerIsProtected,CallerIsStatic,CallerIsAbstract,CalleeIsStatic,CalleeIsAbstract,CalleeIsPublic,CalleeIsPrivate,PreviousStatementKind,NextStatementKind,PreviousStatementContainsMutation,NextStatementUsesInvocationResult,InvocationResultUsedInComparison,InvocationResultUsedInNullCheck,InvocationFeedsAnotherCall,ArgumentOrigins,AnyArgumentFromField,AnyArgumentFromParameter,AnyArgumentFromLocal,AnyArgumentFromInvocation,AnyArgumentFromConstructor,IsFactoryLikeCall,ReturnsNewProjectType,MethodNameStartsWithCreate,MethodNameStartsWithBuild,MethodNameStartsWithOf,MethodNameStartsWithFrom,ReceiverLooksLikeFactory
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),param,"param(java.lang.String,java.lang.String)",java.lang.String|java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,false,java.lang.String|java.lang.String,136,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,param,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,TWO,STRING_LITERAL|STRING_LITERAL,2,UNRESOLVED,UNKNOWN,false,13,3,16,25,0.03421053,0.02608696,0.04210526,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),param,"param(java.lang.String,java.lang.String)",java.lang.String|java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,false,java.lang.String|java.lang.String,136,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,param,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,TWO,STRING_LITERAL|STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,16,25,0.03421053,0.02608696,0.04210526,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),post,"post(java.lang.String,int)",java.lang.String|int,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,false,java.lang.String|int,136,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,post,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,TWO,STRING_LITERAL|VARIABLE,0,UNRESOLVED,UNKNOWN,false,13,3,8,25,0.03421053,0.02608696,0.02105263,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,1,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|FIELD,true,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),attributeHasNoErrors,attributeHasNoErrors(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,1,true,false,false,false,java.lang.String,138,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attributeHasNoErrors,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ONE,STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,6,25,0.03421053,0.02608696,0.01578947,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,138,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,17,25,0.03421053,0.02608696,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),attributeHasErrors,attributeHasErrors(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,1,true,false,false,false,java.lang.String,139,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attributeHasErrors,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ONE,STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,9,25,0.03421053,0.02608696,0.02368421,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,139,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,17,25,0.03421053,0.02608696,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),attributeHasFieldErrors,"attributeHasFieldErrors(java.lang.String,java.lang.String)",java.lang.String|java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,2,true,false,false,false,java.lang.String|java.lang.String,140,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attributeHasFieldErrors,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,TWO,STRING_LITERAL|STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,9,25,0.03421053,0.02608696,0.02368421,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,2,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,140,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,17,25,0.03421053,0.02608696,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),attributeHasFieldErrorCode,"attributeHasFieldErrorCode(java.lang.String,java.lang.String,java.lang.String)",java.lang.String|java.lang.String|java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,3,true,false,false,false,java.lang.String|java.lang.String|java.lang.String,141,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,attributeHasFieldErrorCode,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,THREE,STRING_LITERAL|STRING_LITERAL|STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,7,25,0.03421053,0.02608696,0.01842105,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,3,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl|CtLiteralImpl|CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),model,model(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,141,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,model,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,17,25,0.03421053,0.02608696,0.04473684,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),isOk,isOk(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,142,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,isOk,guard,false,false,false,false,false,false,true,false,false,false,true,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,1,UNRESOLVED,UNKNOWN,false,13,3,18,25,0.03421053,0.02608696,0.04736842,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),status,status(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,142,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,status,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,26,25,0.03421053,0.02608696,0.06842105,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),name,name(java.lang.String),java.lang.String,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,1,true,false,false,false,java.lang.String,143,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,name,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ONE,STRING_LITERAL,1,UNRESOLVED,UNKNOWN,false,13,3,25,25,0.03421053,0.02608696,0.06578947,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,1,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithMissingPetType(),view,view(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,0,false,false,false,false,NONE,143,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,controller,THIS,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors,THIS,INSTANCE,view,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,UNRESOLVED,UNKNOWN,false,13,3,25,25,0.03421053,0.02608696,0.06578947,0.21739130,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,22,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,NONE,false,false,false,false,true,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),java.time.LocalDate#now,java.time.LocalDate#now(),NONE,java.time.LocalDate,false,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,0,false,false,false,false,NONE,148,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,static_type,TYPE_ACCESS,void,STATIC,STATIC,now,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,0,EXTERNAL,UNKNOWN,false,16,3,6,4,0.04210526,0.02608696,0.01578947,0.03478261,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,25,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,NONE,LOCAL_VARIABLE,false,true,false,false,false,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),java.time.LocalDate#toString,java.time.LocalDate#toString(),NONE,java.lang.String,false,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,0,false,false,false,false,NONE,149,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,java.time.LocalDate,CHAINED,CHAINED,toString,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ZERO,NONE,1,EXTERNAL,UNKNOWN,false,16,3,1,4,0.04210526,0.02608696,0.00263158,0.03478261,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,25,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,LOCAL_VARIABLE,INVOCATION,false,true,false,false,false,NONE,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),java.time.LocalDate#plusMonths,java.time.LocalDate#plusMonths(long),long,java.time.LocalDate,false,org.springframework.samples.petclinic.owner,other,external,other->external,false,RESOLVED_EXTERNAL,1,true,false,false,false,int,149,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,variable,VARIABLE,java.time.LocalDate,LOCAL,INSTANCE,plusMonths,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ONE,NUMBER_LITERAL,0,EXTERNAL,UNKNOWN,false,16,3,1,4,0.04210526,0.02608696,0.00263158,0.03478261,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,1,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,25,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,LOCAL_VARIABLE,INVOCATION,false,true,false,false,true,CtLiteralImpl,false,false,false,false,false,false,false,false,false,false,false,false
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate,org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithInvalidBirthDate(),andExpect,andExpect(),NONE,void,true,org.springframework.samples.petclinic.owner,other,unknown,other->unknown,false,NO_DECLARING_TYPE,1,false,false,false,true,UNKNOWN,151,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED_INVOCATION,UNKNOWN,CHAINED,CHAINED,andExpect,other,false,false,false,false,false,false,false,false,false,false,false,other,void,other,Nested|Test,false,true,false,false,ONE,INVOCATION,6,UNRESOLVED,UNKNOWN,false,16,3,28,25,0.04210526,0.02608696,0.07368421,0.21739130,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,25,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,LOCAL_VARIABLE,NONE,false,false,false,false,false,INVOCATION,false,false,false,true,false,false,false,false,false,false,false,false
