Caller,Callee,ReturnType,Package,IsInternal,ArgCount,Line
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,176
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,176
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,176
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,176
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,177
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,177
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,177
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,177
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,178
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,178
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,178
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,178
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,179
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,179
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,179
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,179
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,180
org.springframework.samples.petclinic.owner.OwnerControllerTests#testInitUpdateOwnerForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,180
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,185
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,185
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,185
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,186
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,191
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,191
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,192
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,192
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,197
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,197
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,197
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,197
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,198
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,198
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,199
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormUnchangedSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,199
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,204
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,205
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,205
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,205
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,205
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,205
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,209
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,209
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,210
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,210
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,211
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,211
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,212
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,212
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,213
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormHasErrors,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,213
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,218
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,219
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,219
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,220
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,220
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,220
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,220
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,221
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,221
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,221
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,221
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,222
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,222
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,222
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,222
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,223
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,223
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,223
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,223
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,224
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,224
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,224
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#is,void,org.springframework.samples.petclinic.owner,false,1,224
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,225
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,225
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,225
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#not,void,org.springframework.samples.petclinic.owner,false,1,225
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#empty,void,org.springframework.samples.petclinic.owner,false,0,225
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,226
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,226
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,227
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasItem,void,org.springframework.samples.petclinic.owner,false,1,227
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasProperty,void,org.springframework.samples.petclinic.owner,false,2,227
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#hasSize,void,org.springframework.samples.petclinic.owner,false,1,227
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,Matchers#greaterThan,void,org.springframework.samples.petclinic.owner,false,1,227
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,228
org.springframework.samples.petclinic.owner.OwnerControllerTests#testShowOwner,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,228
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.model.BaseEntity#setId,void,org.springframework.samples.petclinic.owner,true,1,236
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.model.Person#setFirstName,void,org.springframework.samples.petclinic.owner,true,1,237
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.model.Person#setLastName,void,org.springframework.samples.petclinic.owner,true,1,238
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.owner.Owner#setAddress,void,org.springframework.samples.petclinic.owner,true,1,239
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.owner.Owner#setCity,void,org.springframework.samples.petclinic.owner,true,1,240
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.owner.Owner#setTelephone,void,org.springframework.samples.petclinic.owner,true,1,241
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,243
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,Mockito#when,void,org.springframework.samples.petclinic.owner,false,1,243
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.samples.petclinic.owner.OwnerRepository#findById,java.util.Optional,org.springframework.samples.petclinic.owner,true,1,243
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,java.util.Optional#of,java.util.Optional,org.springframework.samples.petclinic.owner,false,1,243
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,org.springframework.test.web.servlet.request.MockMvcRequestBuilders#post,void,org.springframework.samples.petclinic.owner,false,2,245
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,246
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,246
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,247
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,248
org.springframework.samples.petclinic.owner.OwnerControllerTests#testProcessUpdateOwnerFormWithIdMismatch,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,248
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.BaseEntity#setId,void,org.springframework.samples.petclinic.owner,true,1,70
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.NamedEntity#setName,void,org.springframework.samples.petclinic.owner,true,1,71
org.springframework.samples.petclinic.owner.PetControllerTests#setup,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,72
org.springframework.samples.petclinic.owner.PetControllerTests#setup,BDDMockito#given,void,org.springframework.samples.petclinic.owner,false,1,72
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.owner.PetTypeRepository#findPetTypes,java.util.List,org.springframework.samples.petclinic.owner,true,0,72
org.springframework.samples.petclinic.owner.PetControllerTests#setup,java.util.List#of,java.util.List,org.springframework.samples.petclinic.owner,false,1,72
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.owner.Owner#addPet,void,org.springframework.samples.petclinic.owner,true,1,77
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.owner.Owner#addPet,void,org.springframework.samples.petclinic.owner,true,1,78
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.BaseEntity#setId,void,org.springframework.samples.petclinic.owner,true,1,79
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.BaseEntity#setId,void,org.springframework.samples.petclinic.owner,true,1,80
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.NamedEntity#setName,void,org.springframework.samples.petclinic.owner,true,1,81
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.model.NamedEntity#setName,void,org.springframework.samples.petclinic.owner,true,1,82
org.springframework.samples.petclinic.owner.PetControllerTests#setup,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,83
org.springframework.samples.petclinic.owner.PetControllerTests#setup,BDDMockito#given,void,org.springframework.samples.petclinic.owner,false,1,83
org.springframework.samples.petclinic.owner.PetControllerTests#setup,org.springframework.samples.petclinic.owner.OwnerRepository#findById,java.util.Optional,org.springframework.samples.petclinic.owner,true,1,83
org.springframework.samples.petclinic.owner.PetControllerTests#setup,java.util.Optional#of,java.util.Optional,org.springframework.samples.petclinic.owner,false,1,83
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,88
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,88
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,88
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,88
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,88
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,89
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,89
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,90
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,90
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,91
org.springframework.samples.petclinic.owner.PetControllerTests#testInitCreationForm,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,91
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,96
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,96
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,96
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,97
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,97
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,97
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,97
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,100
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,100
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,101
org.springframework.samples.petclinic.owner.PetControllerTests#testProcessCreationFormSuccess,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,101
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,org.springframework.test.web.servlet.MockMvc#perform,void,org.springframework.samples.petclinic.owner,false,1,109
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,110
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,110
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,110
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,112
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,112
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,1,113
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,0,113
org.springframework.samples.petclinic.owner.PetControllerTests$ProcessCreationFormHasErrors#testProcessCreationFormWithBlankName,UNKNOWN,void,org.springframework.samples.petclinic.owner,false,2,114
