ReturnType,IsVoidCall,CallerLayer,CalleeLayer,LayerRelation,ArgCount,HasLiteralArg,HasNullArg,HasBooleanArg,HasNestedInvocationArg,AssignedToVariable,ReturnedDirectly,PassedAsArgument,InIfCondition,InsideIfBody,InsideLoop,ReceiverCategory,ReceiverOrigin,MethodName,NamePattern,NameStartsWithGet,NameStartsWithFind,NameStartsWithSave,NameStartsWithDelete,NameStartsWithUpdate,NameContainsValidate,NameContainsCheck,BooleanLikeCall,ArgumentTypePattern,CallerMethodFanOut,CallerClassFanOut,CalleeMethodFanIn,GuardedByIf,GuardedByNullCheck,GuardedByBooleanCheck,GuardedByInstanceofCheck,PrecededByGuardClause,ReceiverIsProjectType,ReceiverIsExternalType,ReceiverIsFieldDependency,NameStartsWithNotify,NameStartsWithPublish,NameStartsWithEmit,NameStartsWithDispatch,NameStartsWithFire,NameStartsWithSend,ReceiverLooksLikeObserverPublisher,ReceiverLooksLikeEventBus,ReceiverLooksLikeListenerRegistry,AnyArgumentLooksLikeEvent,AnyArgumentLooksLikeMessage,FollowsStateMutationNearby,CrossLayerCall,CallsDependencyField,InsideDelegationChain,HasChainedOrNestedDelegation,ReturnsBoolean,ReturnsCollection,ReturnsOptional,ReturnsProjectType,ReturnsExternalType,MethodLooksAccessor,MethodLooksMutator,CallerLooksControllerMethod,CalleeLooksQueryMethod,CalleeLooksCommandMethod,CalleeLooksValidatorMethod,PreviousStatementContainsMutation,InvocationResultUsedInComparison,InvocationResultUsedInNullCheck,InvocationFeedsAnotherCall,IsFactoryLikeCall,ReturnsNewProjectType,MethodNameStartsWithCreate,MethodNameStartsWithBuild,MethodNameStartsWithOf,MethodNameStartsWithFrom,ReceiverLooksLikeFactory,ResultUsageKind,CalleeNameAction,ComputeTransformNameHint,CalleeBodySummary,CalleeAnnotations,ReceiverFieldInjectedDependency,IsLoggingCall,ManualLabel
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,domain_or_internal,THIS,assertThat,other,false,false,false,false,false,false,false,false,INVOCATION,17,7,10,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,CHAINED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,domain_or_internal,THIS,assertThat,other,false,false,false,false,false,false,false,false,INVOCATION,3,2,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,CHAINED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
nl.tudelft.jpacman.ui.PacManUiBuilder,false,other,other,other->other,2,false,false,false,true,false,false,false,false,false,false,domain_or_internal,PARAMETER,addKey,command,false,false,false,false,false,false,false,false,VARIABLE|INVOCATION,2,9,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,CHAINED,MUTATOR,NONE,RETURNS_VALUE,NONE,false,false,Command/Mutate
nl.tudelft.jpacman.ui.Action,false,other,external,other->external,2,false,false,false,false,false,false,false,false,false,false,collection,FIELD,put,other,false,false,false,false,false,false,false,false,VARIABLE|CtExecutableReferenceExpressionImpl,1,3,10,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,true,false,Command/Mutate
nl.tudelft.jpacman.sprite.AnimatedSprite,false,other,other,other->other,4,true,false,true,false,true,false,false,false,false,false,domain_or_internal,FIELD,createAnimatedSprite,command,false,false,false,false,false,false,false,false,VARIABLE|NUMBER_LITERAL|NUMBER_LITERAL|BOOLEAN_LITERAL,4,5,4,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,ASSIGNED,CREATION,NONE,ASSIGNS_VARIABLE|RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,false,false,Creational
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,collection,THIS,onAccountSelected,other,false,false,false,false,false,false,false,false,VARIABLE,2,8,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,OTHER,NONE,UNRESOLVED,NONE,false,false,Command/Mutate
nl.tudelft.jpacman.ui.PacManUiBuilder,false,other,other,other->other,2,false,false,false,true,false,false,false,false,false,false,domain_or_internal,CHAINED,addKey,command,false,false,false,false,false,false,false,false,VARIABLE|INVOCATION,2,9,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,CHAINED,MUTATOR,NONE,RETURNS_VALUE,NONE,false,false,Command/Mutate
nl.tudelft.jpacman.board.Direction,false,other,other,other->other,0,false,false,false,false,false,false,true,false,false,false,domain_or_internal,LOCAL,getDirection,query,true,false,false,false,false,false,false,false,NONE,11,15,4,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,ACCESSOR,NONE,RETURNS_VALUE,NONE,false,false,Query/Retrieve
void,true,other,unknown,other->unknown,0,false,false,false,false,false,false,false,false,false,false,controller,THIS,view,other,false,false,false,false,false,false,false,false,NONE,8,19,25,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,3,true,false,false,false,false,false,false,false,false,false,controller,THIS,post,other,false,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE|VARIABLE,10,7,5,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,controller,unknown,controller->unknown,1,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,sendMessage,other,false,false,false,false,false,false,false,false,VARIABLE,8,19,4,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,CHAINED,NOTIFICATION,NONE,UNRESOLVED,UNRESOLVED,false,false,Notify/Publish
void,true,other,other,other->other,0,false,false,false,false,false,false,false,false,false,false,collection,FIELD,onAttachmentAdded,other,false,false,false,false,false,false,false,false,NONE,5,24,1,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,IGNORED,OTHER,NONE,UNRESOLVED,NONE,true,false,Command/Mutate
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,THIS,notifyObservers,other,false,false,false,false,false,false,false,false,CtExecutableReferenceExpressionImpl,1,17,3,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,NOTIFICATION,NONE,NONE,SuppressWarnings,false,false,Notify/Publish
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,THIS,notifyObservers,other,false,false,false,false,false,false,false,false,CtExecutableReferenceExpressionImpl,1,17,3,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,NOTIFICATION,NONE,NONE,SuppressWarnings,false,false,Notify/Publish
void,true,controller,external,controller->external,1,false,false,false,false,false,false,true,false,false,false,static_type,STATIC,eq,other,false,false,false,false,false,false,false,false,VARIABLE,21,19,3,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
nl.tudelft.jpacman.board.Unit,false,other,external,other->external,1,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,5,3,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,external,other->external,1,true,false,false,false,false,false,true,false,false,false,static_type,STATIC,greaterThan,other,false,false,false,false,false,false,false,false,NUMBER_LITERAL,16,19,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,other,other->other,1,false,false,false,false,false,true,false,false,false,false,domain_or_internal,LOCAL,writeTo,other,false,false,false,false,false,false,false,false,VARIABLE,1,1,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,RETURNED,OTHER,NONE,CALLS_MUTATOR,Override,false,false,Command/Mutate
com.fsck.k9.mail.Message,false,controller,controller,controller->controller,0,false,false,false,false,true,false,false,false,false,false,controller,THIS,createMessageWithNullUid,command,false,false,false,false,false,false,false,false,NONE,3,7,7,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false,ASSIGNED,CREATION,NONE,RETURNS_VALUE,NonNull|SuppressWarnings,false,false,Creational
com.fsck.k9.mailstore.DatabasePreviewType,false,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,static_type,STATIC,fromPreviewType,other,false,false,false,false,false,false,false,false,VARIABLE,10,6,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,false,CHAINED,CREATION,NONE,RETURNS_VALUE|THROWS_EXCEPTION,NONE,false,false,Creational
java.lang.String,false,service,domain,service->domain,0,false,false,false,false,false,false,true,false,false,false,domain_or_internal,LOCAL,getLastName,query,true,false,false,false,false,false,false,false,NONE,16,18,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,ACCESSOR,NONE,RETURNS_VALUE,MappedSuperclass,false,false,Query/Retrieve
nl.tudelft.jpacman.board.BoardFactory,false,other,other,other->other,0,false,false,false,false,false,true,true,false,false,false,domain_or_internal,THIS,getBoardFactory,query,true,false,false,false,false,false,false,false,NONE,2,9,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,RETURNED|PASSED_AS_ARGUMENT,ACCESSOR,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,SuppressWarnings,false,false,Query/Retrieve
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,static_type,STATIC,when,other,false,false,false,false,false,false,false,false,INVOCATION,5,25,34,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
java.lang.String,false,other,external,other->external,0,false,false,false,false,false,false,true,false,true,false,variable,LOCAL,toString,other,false,false,false,false,false,false,false,false,NONE,25,14,14,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
boolean,false,other,other,other->other,0,false,false,false,false,false,false,false,true,false,false,static_type,STATIC,isShowContactPicture,guard,false,false,false,false,false,false,false,true,NONE,24,32,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,USED_IN_CONDITION,EXISTENCE_CHECK,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,external,other->external,0,false,false,false,false,false,false,true,false,true,false,field,FIELD,toString,other,false,false,false,false,false,false,false,false,NONE,4,9,5,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,static_type,STATIC,when,other,false,false,false,false,false,false,false,false,INVOCATION,10,13,34,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
boolean,false,other,external,other->external,1,false,false,false,false,false,false,false,false,false,false,collection,FIELD,remove,command,false,false,false,false,false,false,false,true,VARIABLE,1,5,1,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,DELETION,NONE,UNRESOLVED,UNRESOLVED,true,false,Command/Mutate
org.springframework.web.client.RestTemplate,false,other,unknown,other->unknown,0,false,false,false,false,true,false,false,false,false,false,chained_call,CHAINED,build,other,false,false,false,false,false,false,false,false,NONE,7,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,ASSIGNED|CHAINED,CREATION,BUILD,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
java.awt.image.BufferedImage,false,other,external,other->external,1,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,read,query,false,false,false,false,false,false,false,false,VARIABLE,2,5,1,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
java.lang.String,false,other,other,other->other,0,false,false,false,false,true,false,false,false,false,false,domain_or_internal,LOCAL,toString,other,false,false,false,false,false,false,false,false,NONE,28,19,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
void,true,other,unknown,other->unknown,0,false,false,false,false,false,false,false,false,false,false,controller,THIS,view,other,false,false,false,false,false,false,false,false,NONE,9,13,25,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
org.springframework.samples.petclinic.owner.Pet,false,service,other,service->other,1,true,false,false,false,true,false,false,false,false,false,domain_or_internal,LOCAL,getPet,query,true,false,false,false,false,false,false,false,NUMBER_LITERAL,15,18,7,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,RETURNS_VALUE,Entity|Table,false,false,Query/Retrieve
java.util.Collection,false,other,other,other->other,0,false,false,false,false,false,false,false,false,false,false,repository,FIELD,findAll,query,false,true,false,false,false,false,false,false,NONE,1,8,6,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,FINDER,NONE,UNRESOLVED,Cacheable|Transactional,true,false,Query/Retrieve
boolean,false,other,other,other->other,0,false,false,false,false,false,false,false,true,false,false,domain_or_internal,THIS,isInProgress,guard,false,false,false,false,false,false,false,true,NONE,4,3,7,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,USED_IN_CONDITION,EXISTENCE_CHECK,NONE,RETURNS_VALUE,NONE,false,false,Validate/Guard
void,true,controller,external,controller->external,3,true,false,false,false,false,false,false,false,false,false,static_type,STATIC,assertEquals,other,false,false,false,false,false,false,false,false,STRING_LITERAL|NUMBER_LITERAL|VARIABLE,4,7,9,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,IGNORED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
org.springframework.http.ResponseEntity,false,other,external,other->external,2,false,false,false,true,true,false,false,false,false,false,variable,LOCAL,exchange,other,false,false,false,false,false,false,false,false,INVOCATION|VARIABLE,7,7,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,external,other->external,2,true,false,false,false,false,false,false,false,false,false,static_type,STATIC,assertEquals,other,false,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE,16,25,16,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,IGNORED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,FIELD,registerPlayer,other,false,false,false,false,false,false,false,false,VARIABLE,5,5,4,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,OTHER,NONE,WRITES_FIELD|ASSIGNS_VARIABLE|CALLS_MUTATOR,SuppressWarnings,false,false,Command/Mutate
void,true,other,external,other->external,1,false,false,false,false,true,false,true,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,8,10,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
nl.tudelft.jpacman.board.Square,false,other,other,other->other,1,false,false,false,false,true,false,false,false,false,false,domain_or_internal,FIELD,createGround,command,false,false,false,false,false,false,false,false,VARIABLE,3,8,2,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,ASSIGNED,CREATION,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,true,false,Creational
java.util.List,false,other,other,other->other,3,false,false,false,true,true,false,false,false,false,false,static_type,STATIC,shortestPath,other,false,false,false,false,false,false,false,false,INVOCATION|VARIABLE|THIS,10,6,9,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,CALLS_MUTATOR|RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,false,false,Compute/Transform
void,true,other,external,other->external,2,true,false,false,false,false,false,false,false,false,false,static_type,STATIC,assertEquals,other,false,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE,2,2,27,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,IGNORED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,1,true,false,false,false,false,true,false,false,false,false,chained_call,CHAINED,setSignature,command,false,false,false,false,false,false,false,false,STRING_LITERAL,28,20,2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,RETURNED|CHAINED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Command/Mutate
boolean,false,other,external,other->external,0,false,false,false,false,true,false,false,false,true,true,chained_call,CHAINED,find,query,false,true,false,false,false,false,false,true,NONE,20,16,1,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED|CHAINED,FINDER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,1,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,registerType,other,false,false,false,false,false,false,false,false,VARIABLE,4,2,1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
android.app.Dialog,false,other,external,other->external,0,false,false,false,false,false,true,false,false,false,false,logger,LOCAL,create,command,false,false,false,false,false,false,false,false,NONE,16,72,8,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,RETURNED,CREATION,NONE,UNRESOLVED,UNRESOLVED,false,false,Creational
nl.tudelft.jpacman.board.Square,false,other,other,other->other,1,false,false,false,false,true,false,false,false,false,false,domain_or_internal,FIELD,createGround,command,false,false,false,false,false,false,false,false,VARIABLE,8,8,2,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,ASSIGNED,CREATION,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,true,false,Creational
java.lang.String,false,other,unknown,other->unknown,1,false,false,false,false,true,false,false,false,false,true,chained_call,CHAINED,getString,query,true,false,false,false,false,false,false,false,VARIABLE,15,15,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED|CHAINED,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
void,true,other,external,other->external,1,false,false,false,false,true,false,true,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,1,10,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,unknown,other->unknown,0,false,false,false,false,false,false,false,false,false,false,controller,THIS,status,other,false,false,false,false,false,false,false,false,NONE,13,3,26,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
java.lang.Object,false,controller,external,controller->external,2,true,false,false,false,false,false,false,false,false,false,collection,PARAMETER,put,other,false,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE,5,9,2,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Command/Mutate
java.lang.Integer,false,controller,domain,controller->domain,0,false,false,false,false,true,false,false,false,false,false,domain_or_internal,PARAMETER,getId,query,true,false,false,false,false,false,false,false,NONE,11,16,12,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,RETURNS_VALUE,MappedSuperclass,false,false,Query/Retrieve
nl.tudelft.jpacman.board.Board,false,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,FIELD,createBoard,command,false,false,false,false,false,false,false,false,CtNewArrayImpl,4,7,6,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,IGNORED,CREATION,NONE,ASSIGNS_VARIABLE|RETURNS_VALUE,NONE,true,false,Creational
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,FIELD,setType,command,false,false,false,false,false,false,false,false,VARIABLE,6,5,7,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,WRITES_FIELD|ASSIGNS_VARIABLE,Entity|Table,false,false,Command/Mutate
