ReturnType,IsVoidCall,CallerLayer,CalleeLayer,LayerRelation,ArgCount,HasLiteralArg,HasNullArg,HasBooleanArg,HasNestedInvocationArg,AssignedToVariable,ReturnedDirectly,PassedAsArgument,InIfCondition,InsideIfBody,InsideLoop,ReceiverCategory,ReceiverOrigin,MethodName,NamePattern,NameStartsWithGet,NameStartsWithFind,NameStartsWithSave,NameStartsWithDelete,NameStartsWithUpdate,NameContainsValidate,NameContainsCheck,BooleanLikeCall,ArgumentTypePattern,CallerMethodFanOut,CallerClassFanOut,CalleeMethodFanIn,GuardedByIf,GuardedByNullCheck,GuardedByBooleanCheck,GuardedByInstanceofCheck,PrecededByGuardClause,ReceiverIsProjectType,ReceiverIsExternalType,ReceiverIsFieldDependency,NameStartsWithNotify,NameStartsWithPublish,NameStartsWithEmit,NameStartsWithDispatch,NameStartsWithFire,NameStartsWithSend,ReceiverLooksLikeObserverPublisher,ReceiverLooksLikeEventBus,ReceiverLooksLikeListenerRegistry,AnyArgumentLooksLikeEvent,AnyArgumentLooksLikeMessage,FollowsStateMutationNearby,CrossLayerCall,CallsDependencyField,InsideDelegationChain,HasChainedOrNestedDelegation,ReturnsBoolean,ReturnsCollection,ReturnsOptional,ReturnsProjectType,ReturnsExternalType,MethodLooksAccessor,MethodLooksMutator,CallerLooksControllerMethod,CalleeLooksQueryMethod,CalleeLooksCommandMethod,CalleeLooksValidatorMethod,PreviousStatementContainsMutation,InvocationResultUsedInComparison,InvocationResultUsedInNullCheck,InvocationFeedsAnotherCall,IsFactoryLikeCall,ReturnsNewProjectType,MethodNameStartsWithCreate,MethodNameStartsWithBuild,MethodNameStartsWithOf,MethodNameStartsWithFrom,ReceiverLooksLikeFactory,ResultUsageKind,CalleeNameAction,ComputeTransformNameHint,CalleeBodySummary,CalleeAnnotations,ReceiverFieldInjectedDependency,IsLoggingCall,ManualLabel
nl.tudelft.jpacman.level.Level,false,other,other,other->other,1,false,false,false,true,true,false,false,false,false,false,collection,FIELD,parseMap,other,false,false,false,false,false,false,false,false,INVOCATION,8,10,8,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|CHAINED,CONVERSION,PARSE,RETURNS_VALUE,NONE,false,false,Compute/Transform
void,true,other,other,other->other,6,false,false,false,false,false,false,false,false,false,false,collection,THIS,makeGrid,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE|VARIABLE|VARIABLE|VARIABLE|VARIABLE,3,8,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,CREATION,NONE,ASSIGNS_VARIABLE|CALLS_MUTATOR,NONE,false,false,Creational
java.lang.String,false,controller,other,controller->other,1,false,false,false,false,true,false,false,false,false,false,domain_or_internal,LOCAL,getFolderServerId,query,true,false,false,false,false,false,false,false,VARIABLE,12,68,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
boolean,false,other,external,other->external,0,false,false,false,false,false,false,false,true,false,false,field,FIELD,exists,guard,false,false,false,false,false,false,false,true,NONE,4,15,1,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,USED_IN_CONDITION,EXISTENCE_CHECK,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
com.fsck.k9.mail.Message,false,controller,controller,controller->controller,1,true,false,false,false,true,false,false,false,false,false,controller,THIS,createMessageWithUid,command,false,false,false,false,false,false,false,false,NUMBER_LITERAL,3,7,7,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false,ASSIGNED,CREATION,NONE,RETURNS_VALUE,NonNull|SuppressWarnings,false,false,Creational
void,true,other,other,other->other,0,false,false,false,false,false,false,false,false,false,false,domain_or_internal,THIS,performSaveAfterChecks,guard,false,false,false,false,false,false,true,false,NONE,2,72,3,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,IGNORED,VALIDATOR,NONE,WRITES_FIELD|ASSIGNS_VARIABLE|CALLS_MUTATOR,SuppressWarnings,false,false,Validate/Guard
void,true,other,external,other->external,0,false,false,false,false,false,false,true,false,false,false,variable,LOCAL,getBody,query,true,false,false,false,false,false,false,false,NONE,10,6,2,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
int,false,other,other,other->other,0,false,false,false,false,false,false,false,true,false,false,domain_or_internal,THIS,getDisplayedChildId,query,true,false,false,false,false,false,false,false,NONE,7,3,1,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,USED_IN_CONDITION|USED_IN_COMPARISON,ACCESSOR,NONE,RETURNS_VALUE,NONE,false,false,Query/Retrieve
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,domain_or_internal,THIS,assertThat,other,false,false,false,false,false,false,false,false,INVOCATION,4,7,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,CHAINED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,1,false,false,false,false,true,false,false,false,false,false,chained_call,CHAINED,getInstance,query,true,false,false,false,false,false,false,false,VARIABLE,12,12,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|CHAINED,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
nl.tudelft.jpacman.board.Board,false,other,unknown,other->unknown,0,false,false,false,false,true,false,false,false,false,false,domain_or_internal,CHAINED,getBoard,query,true,false,false,false,false,false,false,false,NONE,8,10,7,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED|CHAINED,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Query/Retrieve
boolean,false,other,external,other->external,1,false,false,false,false,false,false,false,true,false,false,field,FIELD,equals,other,false,false,false,false,false,false,false,true,VARIABLE,8,7,44,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,USED_IN_CONDITION,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,field,FIELD,perform,other,false,false,false,false,false,false,false,false,INVOCATION,9,10,28,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,true,false,Control/Orchestrate
void,true,other,external,other->external,1,false,false,false,false,true,false,true,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,8,10,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,unknown,other->unknown,1,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,thenReturn,other,false,false,false,false,false,false,false,false,VARIABLE,13,13,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
java.util.List,false,other,other,other->other,0,false,false,false,false,false,false,true,false,false,false,domain_or_internal,FIELD,getAttachments,query,true,false,false,false,false,false,false,false,NONE,41,72,1,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,true,false,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,ACCESSOR,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,false,false,Query/Retrieve
void,true,other,external,other->external,1,true,false,false,false,true,false,true,false,false,false,static_type,STATIC,newArrayList,other,false,false,false,false,false,false,false,false,STRING_LITERAL,7,10,2,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,ASSIGNED|PASSED_AS_ARGUMENT,CREATION,NONE,UNRESOLVED,UNRESOLVED,false,false,Creational
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,field,FIELD,perform,other,false,false,false,false,false,false,false,false,INVOCATION,8,10,28,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,true,false,Control/Orchestrate
org.springframework.http.ResponseEntity,false,other,external,other->external,4,false,false,false,false,true,false,false,false,false,false,field,FIELD,exchange,other,false,false,false,false,false,false,false,false,BINARY|VARIABLE|CONSTRUCTOR|VARIABLE,10,6,1,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,true,false,Control/Orchestrate
void,true,other,unknown,other->unknown,2,true,false,false,false,false,false,false,false,false,false,controller,THIS,post,other,false,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE,11,19,8,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
nl.tudelft.jpacman.level.Player,false,other,other,other->other,0,false,false,false,false,false,true,true,false,false,false,domain_or_internal,FIELD,createPacMan,command,false,false,false,false,false,false,false,false,NONE,1,1,1,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,false,true,RETURNED|PASSED_AS_ARGUMENT,CREATION,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,true,false,Creational
com.fsck.k9.mail.Multipart,false,other,other,other->other,0,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,newInstance,other,false,false,false,false,false,false,false,false,NONE,4,9,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,CREATION,NONE,UNRESOLVED,UNRESOLVED,false,false,Creational
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,chained_call,CHAINED,andExpect,other,false,false,false,false,false,false,false,false,INVOCATION,16,3,28,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,external,other->external,2,false,false,false,false,false,false,false,false,false,false,static_type,STATIC,assertEquals,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE,2,3,27,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,IGNORED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
com.fsck.k9.message.BodyPart,false,other,other,other->other,1,true,false,false,false,true,false,false,false,false,false,static_type,STATIC,createEmptyPart,command,false,false,false,false,false,false,false,false,STRING_LITERAL,11,9,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,ASSIGNED,CREATION,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,false,false,Creational
nl.tudelft.jpacman.level.Player,false,other,external,other->external,1,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,4,5,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,external,other->external,2,false,false,false,false,false,false,false,false,false,false,collection,FIELD,put,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE,5,24,2,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,true,false,Command/Mutate
void,true,other,other,other->other,2,false,false,false,false,false,false,false,false,true,false,collection,FIELD,put,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE,8,6,2,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,true,false,Command/Mutate
nl.tudelft.jpacman.level.Player,false,other,external,other->external,1,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,mock,other,false,false,false,false,false,false,false,false,VARIABLE,4,5,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,controller,other,controller->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,LOCAL,sendMessage,other,false,false,false,false,false,false,false,false,VARIABLE,2,68,1,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,NOTIFICATION,NONE,UNRESOLVED,UNRESOLVED,false,false,Notify/Publish
void,true,other,unknown,other->unknown,1,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,thenReturn,other,false,false,false,false,false,false,false,false,VARIABLE,13,13,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,chained_call,CHAINED,andExpect,other,false,false,false,false,false,false,false,false,INVOCATION,16,3,28,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,chained_call,CHAINED,andExpect,other,false,false,false,false,false,false,false,false,INVOCATION,13,3,28,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,FIELD,put,other,false,false,false,false,false,false,false,false,VARIABLE,5,3,4,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,CALLS_MUTATOR,NONE,false,false,Command/Mutate
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,field,FIELD,perform,other,false,false,false,false,false,false,false,false,INVOCATION,12,19,28,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,true,false,Control/Orchestrate
void,true,other,unknown,other->unknown,3,true,false,false,false,false,false,true,false,false,false,controller,THIS,get,query,true,false,false,false,false,false,false,false,STRING_LITERAL|VARIABLE|VARIABLE,9,3,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,ACCESSOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Control/Orchestrate
nl.tudelft.jpacman.board.Board,false,other,other,other->other,1,false,false,false,false,false,false,false,false,false,false,domain_or_internal,FIELD,createBoard,command,false,false,false,false,false,false,false,false,CtNewArrayImpl,6,7,6,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,true,IGNORED,CREATION,NONE,ASSIGNS_VARIABLE|RETURNS_VALUE,NONE,true,false,Creational
java.util.stream.Collector,false,other,external,other->external,0,false,false,false,false,false,true,true,false,false,false,static_type,STATIC,toList,other,false,false,false,false,false,false,false,false,NONE,6,6,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,RETURNED|PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
java.lang.String,false,other,domain,other->domain,0,false,false,false,false,false,true,true,false,false,false,domain_or_internal,THIS,getLastName,query,true,false,false,false,false,false,false,false,NONE,8,11,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,RETURNED|PASSED_AS_ARGUMENT,ACCESSOR,NONE,RETURNS_VALUE,MappedSuperclass,false,false,Query/Retrieve
boolean,false,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,collection,LOCAL,add,command,false,false,false,false,false,false,false,true,CONSTRUCTOR,3,10,2,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Command/Mutate
java.util.Collection,false,service,other,service->other,0,false,false,false,false,true,false,false,false,false,false,repository,FIELD,findAll,query,false,true,false,false,false,false,false,false,NONE,11,18,6,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,FINDER,NONE,UNRESOLVED,Cacheable|Transactional,true,false,Query/Retrieve
java.util.List,false,other,other,other->other,1,false,false,false,false,true,false,false,false,false,false,domain_or_internal,PARAMETER,getQueryParameters,query,true,false,false,false,false,false,false,false,VARIABLE,3,10,2,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,CALLS_MUTATOR|RETURNS_VALUE,NONE,false,false,Command/Mutate
void,true,other,external,other->external,1,false,false,false,true,false,false,false,false,false,false,field,FIELD,perform,other,false,false,false,false,false,false,false,false,INVOCATION,10,7,28,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,true,false,Control/Orchestrate
void,true,other,external,other->external,1,false,false,false,false,false,false,false,false,false,true,variable,PARAMETER,accept,other,false,false,false,false,false,false,false,false,VARIABLE,1,17,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Notify/Publish
void,true,other,other,other->other,1,false,false,false,false,false,false,false,false,true,false,domain_or_internal,FIELD,remove,command,false,false,false,false,false,false,false,false,THIS,2,3,3,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,DELETION,NONE,CALLS_MUTATOR,NONE,false,false,Command/Mutate
void,true,other,unknown,other->unknown,1,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,setMessageFormat,command,false,false,false,false,false,false,false,false,VARIABLE,41,72,3,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,true,CHAINED,MUTATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
void,true,other,unknown,other->unknown,1,false,false,false,true,false,false,false,false,false,false,chained_call,CHAINED,andExpect,other,false,false,false,false,false,false,false,false,INVOCATION,13,3,28,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,CHAINED,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
java.util.Optional,false,other,other,other->other,1,false,false,false,false,false,false,true,false,false,false,repository,FIELD,findById,query,false,true,false,false,false,false,false,false,VARIABLE,11,10,15,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,false,true,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,PASSED_AS_ARGUMENT,FINDER,NONE,UNRESOLVED,NONE,true,false,Query/Retrieve
java.util.List,false,other,other,other->other,3,true,true,false,false,true,false,false,false,false,false,static_type,STATIC,shortestPath,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE|NULL,7,10,9,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,OTHER,NONE,CALLS_MUTATOR|RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,false,false,Compute/Transform
void,true,other,other,other->other,2,false,false,false,false,false,false,false,false,false,false,collection,FIELD,collide,other,false,false,false,false,false,false,false,false,VARIABLE|VARIABLE,1,5,2,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,IGNORED,OTHER,NONE,UNRESOLVED,NONE,true,false,Command/Mutate
void,true,other,unknown,other->unknown,0,false,false,false,false,false,false,false,false,false,false,chained_call,CHAINED,isTrue,guard,false,false,false,false,false,false,false,true,NONE,4,5,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,CHAINED,EXISTENCE_CHECK,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
void,true,other,other,other->other,1,true,false,false,false,false,false,false,false,false,false,domain_or_internal,LOCAL,setTelephone,command,false,false,false,false,false,false,false,false,STRING_LITERAL,19,19,3,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,IGNORED,MUTATOR,NONE,WRITES_FIELD|ASSIGNS_VARIABLE,Entity|Table,false,false,Command/Mutate
void,true,service,unknown,service->unknown,1,false,false,false,false,false,false,false,false,false,false,service,THIS,assertThat,other,false,false,false,false,false,false,false,false,VARIABLE,20,18,6,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,CHAINED,VALIDATOR,NONE,UNRESOLVED,UNRESOLVED,false,false,Validate/Guard
nl.tudelft.jpacman.npc.Ghost,false,other,other,other->other,0,false,false,false,false,true,false,true,false,false,false,domain_or_internal,FIELD,createClyde,command,false,false,false,false,false,false,false,false,NONE,3,2,2,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,true,true,true,false,false,false,true,ASSIGNED|PASSED_AS_ARGUMENT,CREATION,NONE,RETURNS_VALUE|RETURNS_NEW_OBJECT,NONE,true,false,Creational
com.fsck.k9.autocrypt.AutocryptGossipHeaderParser,false,other,other,other->other,0,false,false,false,false,true,false,false,false,false,false,static_type,STATIC,getInstance,query,true,false,false,false,false,false,false,false,NONE,2,17,1,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,ASSIGNED,ACCESSOR,NONE,RETURNS_VALUE,NONE,false,false,Query/Retrieve
java.lang.String,false,other,external,other->external,0,false,false,false,false,false,false,true,false,false,true,variable,LOCAL,toString,other,false,false,false,false,false,false,false,false,NONE,4,3,14,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,PASSED_AS_ARGUMENT,OTHER,NONE,UNRESOLVED,UNRESOLVED,false,false,Compute/Transform
